Tipo de Especie,Cantidad Producida,Mes,Año,
Agave,100,Enero,2017,
Cheflera,300,Enero,2017,
Crotos,2500,Enero,2017,
Iris Amarillas,790,Enero,2017,
Palma Manila,200,Enero,2017,
Refresa,1000,Enero,2017,
Romana,1460,Enero,2017,
Trinitaria,1200,Enero,2017,
Tu y Yo,2150,Enero,2017,
Violeta,400,Enero,2017,
Canción de la India,1060,Febrero,2017,
Crotos,1490,Febrero,2017,
Guanabana,200,Febrero,2017,
Iris Amarillas,230,Febrero,2017,
Jazmin,370,Febrero,2017,
Rosas del Peru,1840,Febrero,2017,
Skabiola,3000,Febrero,2017,
Tocador,770,Febrero,2017,
Trinitaria,2900,Febrero,2017,
Canción de la India,870,Marzo,2017,
Crotos,830,Marzo,2017,
Cucarachita,1500,Marzo,2017,
Palma Manila,250,Marzo,2017,
Palma Real,850,Marzo,2017,
Suculenta,400,Marzo,2017,
Trinitaria,500,Marzo,2017,
Uva de Playa,700,Marzo,2017,
Vinagrillo,5190,Marzo,2017,
Canción de la India,360,Abril,2017,
Cayena,630,Abril,2017,
Copada,700,Abril,2017,
Coralillo,150,Abril,2017,
Crotos,780,Abril,2017,
Cufia,500,Abril,2017,
Ficus Japones,430,Abril,2017,
Gallego Perejil,500,Abril,2017,
Rosas del Peru,750,Abril,2017,
Trinitaria,1530,Abril,2017,
Agave,130,Mayo,2017,
Avellana,160,Mayo,2017,
Lengua de Vaca,500,Mayo,2017,
Maguelito,430,Mayo,2017,
Skabiola,330,Mayo,2017,
Tocador,686,Mayo,2017,
Trinitaria,2610,Mayo,2017,
Tu y Yo,660,Mayo,2017,
Waifer,530,Mayo,2017,
Cayena,570,Junio,2017,
Palma Manila,5310,Junio,2017,
Tocador,300,Junio,2017,
Trinitaria,500,Junio,2017,
Violeta,6720,Junio,2017,
Aleli,520,Julio,2017,
Avellana,600,Julio,2017,
Chinola,100,Julio,2017,
Coralillo,2930,Julio,2017,
Crotos,1800,Julio,2017,
Ficus Didacta,200,Julio,2017,
Guardia Civil,220,Julio,2017,
Iris Amarillas,730,Julio,2017,
Lengua de Vaca,240,Julio,2017,
Lluvia del Coral,876,Julio,2017,
Palma Cana,2010,Julio,2017,
Palma Manila,630,Julio,2017,
Palma Mongom,730,Julio,2017,
Violeta,3510,Julio,2017,
Avellana,350,Agosto,2017,
Canción de la India,370,Agosto,2017,
Crotos,630,Agosto,2017,
Duende,200,Agosto,2017,
Ficus Japones,450,Agosto,2017,
Guanabana,160,Agosto,2017,
Helechos,300,Agosto,2017,
Malba Rojas,970,Agosto,2017,
Palma Mongom,200,Agosto,2017,
Palma Real,500,Agosto,2017,
Palma Wasint,5117,Agosto,2017,
Skabiola,4410,Agosto,2017,
Violeta,380,Agosto,2017,
Avellana,110,Septiembre,2017,
Coralillo,1280,Septiembre,2017,
Gallego Perejil,170,Septiembre,2017,
Jamon con Pan,360,Septiembre,2017,
Palma Cana,4400,Septiembre,2017,
Tocador,1150,Septiembre,2017,
Velo de Novia,620,Septiembre,2017,
Violeta,6280,Septiembre,2017,
Alelí,200,Octubre,2017,
Coralillo,550,Octubre,2017,
Cucarachita,300,Octubre,2017,
Cufia,730,Octubre,2017,
Ficus Japones,1550,Octubre,2017,
Lengua de Vaca,1000,Octubre,2017,
Palma Areca,1290,Octubre,2017,
Palma Cana,1000,Octubre,2017,
Violeta,6630,Octubre,2017,
Aleli,500,Noviembre,2017,
Coralillo,1230,Noviembre,2017,
Crotos,4570,Noviembre,2017,
Palma Cana,1200,Noviembre,2017,
Violeta,2900,Noviembre,2017,
N/A,0,Diciembre,2017,
Velo de Novia,590,Enero,2018,
Lluvia del Coral,800,Enero,2018,
Palma Mongomellana,150,Enero,2018,
Avellana,200,Enero,2018,
Cheflera,1870,Enero,2018,
Naranja Agria,225,Enero,2018,
Violeta,3370,Enero,2018,
Maguelito,780,Enero,2018,
Cucaracha,570,Enero,2018,
Roble Morado,800,Enero,2018,
Tocador,900,Enero,2018,
Skabiola,320,Enero,2018,
Violeta,1940,Febrero,2018,
Filodendro,720,Febrero,2018,
Canción de la India,700,Febrero,2018,
Taberna Montana,570,Febrero,2018,
Coralillo,3760,Febrero,2018,
Mantequilla,678,Febrero,2018,
Palma Cana,450,Febrero,2018,
Cucarachita,1408,Febrero,2018,
Suculenta,282,Febrero,2018,
Agave,700,Febrero,2018,
Copey,90,Febrero,2018,
Scabiola,4800,Marzo,2018,
Chiflera,500,Marzo,2018,
Fisco Japones,800,Marzo,2018,
Malba Rojas,400,Marzo,2018,
Lengua de Vaca,300,Marzo,2018,
Palma Licuada,2910,Marzo,2018,
Cancion de la India,200,Marzo,2018,
Scabiola,500,Abril,2018,
Cordelines,330,Abril,2018,
Violeta,11530,Abril,2018,
Camaron,530,Abril,2018,
Cancion de la India,270,Abril,2018,
Crotos,2900,Abril,2018,
Cayena,600,Abril,2018,
Pasion Haitiana,450,Abril,2018,
Scabiola,2800,Mayo,2018,
Mondogro,980,Mayo,2018,
Rosas del Peru,1400,Mayo,2018,
Arbolito Chino,460,Mayo,2018,
Malba Rojas,2400,Mayo,2018,
Iris Amarillas,620,Mayo,2018,
Cayena,900,Mayo,2018,
Tocador,230,Mayo,2018,
Toronjil,270,Mayo,2018,
Trinitaria,3580,Mayo,2018,
Trinitaria,4380,Junio,2018,
Escabiola,2950,Junio,2018,
Aleli,300,Junio,2018,
Tu y Yo,2770,Junio,2018,
Jazmin,400,Junio,2018,
Lluvia del Coral,1980,Junio,2018,
Malva,300,Junio,2018,
Cucaracha,200,Junio,2018,
Cufianti,1420,Julio,2018,
Cheflera,230,Julio,2018,
Isla verde,250,Julio,2018,
Crotos,2980,Julio,2018,
Gallego,300,Julio,2018,
Refresa,750,Julio,2018,
Ficus Japones,1550,Julio,2018,
Cucaracha,920,Julio,2018,
Trinitaria,1760,Julio,2018,
Coralillo,5080,Julio,2018,
Palma Manila,620,Julio,2018,
Lluvia del Coral,1000,Julio,2018,
Arbolito Chino,3370,Julio,2018,
Aleli,630,Julio,2018,
Guayiga,230,Julio,2018,
Rosas del Peru,900,Julio,2018,
Tu y Yo,600,Julio,2018,
Arbolito Chino,320,Agosto,2018,
Cayena,890,Agosto,2018,
Crotos,4240,Agosto,2018,
Pajon,2140,Agosto,2018,
Refresa,1830,Agosto,2018,
Ficus Japones,430,Agosto,2018,
Trinitaria,4140,Agosto,2018,
Coralillo,4460,Agosto,2018,
Quelodendro,1350,Agosto,2018,
Doña Sarnica,240,Agosto,2018,
Cheflera,300,Agosto,2018,
Mantequilla,2210,Agosto,2018,
Rosas del Peru,3680,Agosto,2018,
Tocador,1210,Agosto,2018,
Crotos,2380,Septiembre,2018,
Cayena,1060,Septiembre,2018,
Palma Areca,1200,Septiembre,2018,
Guardia Civil,1960,Septiembre,2018,
Palma Manila,475,Septiembre,2018,
Malva,1430,Septiembre,2018,
Bambu,230,Septiembre,2018,
Cheflera,750,Septiembre,2018,
Cancion de la India,670,Septiembre,2018,
Ficus Japones,4710,Septiembre,2018,
Crotos,580,Octubre,2018,
Coralillo,2000,Octubre,2018,
Cancion de la India,300,Octubre,2018,
Cayena,1400,Octubre,2018,
Gallego,150,Octubre,2018,
Cufiantl,490,Octubre,2018,
Capacito,430,Octubre,2018,
Vianela,240,Octubre,2018,
Isla verde,340,Octubre,2018,
Lluvia del Coral,600,Octubre,2018,
Tocador,200,Octubre,2018,
Palma Areca,4270,Octubre,2018,
Refresa,1590,Octubre,2018,
Ficus Japones,630,Octubre,2018,
Avellana Criollo,1360,Octubre,2018,
Coralillo,2180,Noviembre,2018,
Cayena,290,Noviembre,2018,
Cordeline ,140,Noviembre,2018,
Cufiantil,1300,Noviembre,2018,
Zapatico,3060,Noviembre,2018,
Trinitaria,3010,Noviembre,2018,
Tu y Yo,720,Noviembre,2018,
Filco Dilacta,420,Noviembre,2018,
Pajon,1500,Noviembre,2018,
Llorona,420,Noviembre,2018,
Mantequilla,1230,Noviembre,2018,
Marginata,600,Noviembre,2018,
Camaron,200,Noviembre,2018,
Crotos,2640,Noviembre,2018,
Oreganillo,70,Noviembre,2018,
Violeta,790,Noviembre,2018,
Coralillo,300,Diciembre,2018,
Crotos,2640,Diciembre,2018,
Progreso,250,Diciembre,2018,
Tocador,2160,Diciembre,2018,
Ficus Japones,430,Diciembre,2018,
Escabiola,3750,Diciembre,2018,
Tu y Yo,3600,Diciembre,2018,
Avellana,430,Diciembre,2018,
Pajon,640,Diciembre,2018,
Poda Calpio,1000,Diciembre,2018,
Recedra,210,Diciembre,2018,
Rosas del Peru,940,Diciembre,2018,
Trinitaria,2140,Diciembre,2018,
Uva de Playa,320,Diciembre,2018,
Palma Manila,120,Diciembre,2018,
Arbolito Chino,630,Diciembre,2018,
Semilla de Palma Manila,1274,Diciembre,2018,
Coralillo,620,Enero,2019,
Crotos,3260,Enero,2019,
Orquideas de Tierra,800,Enero,2019,
Jazmin,320,Enero,2019,
Semilla de Caoba,1650,Enero,2019,
Semilla de Palma Manila,1610,Enero,2019,
Cancion de la India,270,Enero,2019,
Lluvia del Coral,1200,Enero,2019,
Trinitaria,1830,Enero,2019,
Uva de Playa,4630,Enero,2019,
Uva de Playa,1970,Febrero,2019,
Palma Alexandra,650,Febrero,2019,
Semilla de Palma Robelina,1500,Febrero,2019,
Semilla de Palma Coco Plumoso,210,Febrero,2019,
Crotos,1160,Febrero,2019,
Coralillo,1080,Febrero,2019,
Flor de Pascua,340,Febrero,2019,
Mantequilla,350,Febrero,2019,
Bambu,720,Febrero,2019,
Palma Alexandra,5740,Marzo,2019,
Nia,300,Marzo,2019,
Tocador,580,Marzo,2019,
Jamon con Pan,660,Marzo,2019,
Crotos,300,Marzo,2019,
Coralillo,2260,Marzo,2019,
Cordeline,350,Marzo,2019,
Aleli,1880,Marzo,2019,
Violeta,1050,Marzo,2019,
Isabel Segunda,580,Abril,2019,
Arbolito Chino,1100,Abril,2019,
Tu y Yo,1960,Abril,2019,
Trinitaria,1300,Abril,2019,
Crotos,540,Abril,2019,
Coralillo,1010,Abril,2019,
Palma Alexandra,2000,Abril,2019,
Lengua de Vaca,760,Mayo,2019,
Cucaracha,1700,Mayo,2019,
Coralillo,1630,Mayo,2019,
Mantequilla,650,Mayo,2019,
Palma Alexandra,1500,Mayo,2019,
Trinitaria,2950,Mayo,2019,
Crotos,3110,Mayo,2019,
Aleli,450,Mayo,2019,
Doña Sarnica,440,Mayo,2019,
Cayena,2388,Mayo,2019,
Gallego,870,Mayo,2019,
Ficus Japones,320,Mayo,2019,
Flor de Tilo,800,Mayo,2019,
Zapatico,400,Junio,2019,
Bambu,485,Junio,2019,
Coralillo,340,Junio,2019,
Mantequilla,75,Junio,2019,
Trinitaria,3520,Junio,2019,
Crotos,1770,Junio,2019,
Guardia Civil,375,Junio,2019,
Tocador,450,Junio,2019,
Cayena,400,Junio,2019,
Gallego,3900,Junio,2019,
Refresa,2760,Junio,2019,
Arbolito Chino,640,Julio,2019,
Escabiola,1250,Julio,2019,
Coralillo,2230,Julio,2019,
Flor de Peru,220,Julio,2019,
Cheflera,2140,Julio,2019,
Grosella,330,Julio,2019,
Crotos,5427,Julio,2019,
Uva de Playa,600,Julio,2019,
Trinitaria,3990,Agosto,2019,
Ficus Japones,1340,Agosto,2019,
Escabiola,630,Agosto,2019,
Arbolito Chino,770,Agosto,2019,
Cheflera,1850,Agosto,2019,
Refresa,380,Agosto,2019,
Mantequilla,200,Agosto,2019,
Crotos,420,Agosto,2019,
Agave,60,Septiembre,2019,
Arbolito Chino,913,Septiembre,2019,
Uva de Playa,1580,Septiembre,2019,
Cancion de la India,221,Septiembre,2019,
Gallego Perejil,139,Septiembre,2019,
Pajon,110,Septiembre,2019,
Coralillo,3337,Septiembre,2019,
Mangle,100,Septiembre,2019,
Palma Alexandra,780,Septiembre,2019,
Mantequilla,210,Septiembre,2019,
Crotos,4081,Septiembre,2019,
Tu y Yo,445,Septiembre,2019,
Trinitaria,2637,Septiembre,2019,
Escabiola,620,Septiembre,2019,
Aleli,180,Septiembre,2019,
Refleza,1400,Septiembre,2019,
Cheflera,120,Septiembre,2019,
Nia,50,Septiembre,2019,
Cayena,2640,Septiembre,2019,
Cucaracha,230,Septiembre,2019,
Ficus Japones,592,Septiembre,2019,
Lluvia del Coral,530,Septiembre,2019,
Tocador,10,Septiembre,2019,
Violeta,2318,Septiembre,2019,
Palma Manila,100,Septiembre,2019,
Jamon con Pan,50,Septiembre,2019,
Flor del Peru,114,Septiembre,2019,
Trinitaria,1910,Octubre,2019,
Caoba,500,Octubre,2019,
Violetas,4150,Octubre,2019,
Almendra,240,Octubre,2019,
Jazmin,1060,Octubre,2019,
Pajon,1240,Octubre,2019,
Mantequilla,260,Octubre,2019,
Crotos,1720,Octubre,2019,
Cayenas,200,Octubre,2019,
Zapatico,200,Octubre,2019,
Jamon con Pan,250,Octubre,2019,
Coralillo,960,Octubre,2019,
China,740,Octubre,2019,
Chiflera,130,Octubre,2019,
Corazon de Paloma,380,Octubre,2019,
Mangle,1620,Octubre,2019,
Arbolito Chino,320,Octubre,2019,
Sanica,260,Octubre,2019,
Isabel Segunda,540,Octubre,2019,
Guardia Civil,470,Octubre,2019,
Mondogro,300,Octubre,2019,
Bambu Enano,580,Octubre,2019,
Camaron,250,Octubre,2019,
Trinitaria,3800,Noviembre,2019,
Arbolito Chino,450,Noviembre,2019,
Cancion de la India,170,Noviembre,2019,
Palma Areca,1810,Noviembre,2019,
Crotos,2638,Noviembre,2019,
Cayenas,1300,Noviembre,2019,
Coralillo,3910,Noviembre,2019,
Uva de Playa,930,Noviembre,2019,
Rosas del Peru,550,Noviembre,2019,
Cinta,480,Noviembre,2019,
Tocador,120,Noviembre,2019,
Marginata,300,Noviembre,2019,
Palma Manila,2050,Noviembre,2019,
Rufiana,150,Noviembre,2019,
Mondogro,960,Noviembre,2019,
Bambu Enano,330,Noviembre,2019,
Palma Washintognia,370,Noviembre,2019,
Gallego Perejil,230,Diciembre,2019,
Cayena,210,Diciembre,2019,
Guardia Civil,230,Diciembre,2019,
Crotos,420,Diciembre,2019,
Iris Amarillas,500,Diciembre,2019,
Coralillo,590,Diciembre,2019,
Ficus Japones,450,Diciembre,2019,
Bambu Enano,240,Diciembre,2019,
Palma Washintognia,3540,Diciembre,2019,
Avellana,660,Enero,2020,
Tu y Yo,1000,Enero,2020,
Suculenta,300,Enero,2020,
Crotos,670,Enero,2020,
Trinitaria,2320,Enero,2020,
Coralillo,740,Enero,2020,
Ficus Japones,1030,Enero,2020,
Refresa,570,Enero,2020,
Rosa ,160,Enero,2020,
Palma Manila,1000,Enero,2020,
Cheflera,255,Febrero,2020,
Violeta,5430,Febrero,2020,
Rosa del Perú,1400,Febrero,2020,
Zapatico,830,Febrero,2020,
Trinitaria,1880,Febrero,2020,
Coralillo,2910,Febrero,2020,
Cayenas,2710,Febrero,2020,
Crotos,1100,Febrero,2020,
Gallego Perejil,300,Febrero,2020,
Isla verde,1835,Febrero,2020,
Ficus Japones,1090,Marzo,2020,
Iris Amarillas,460,Marzo,2020,
Palma Abanico,820,Marzo,2020,
Pajon,530,Marzo,2020,
Trinitaria,390,Marzo,2020,
Tu y yo,1430,Marzo,2020,
Cayenas,0,Abril,2020,
Tu y Yo,0,Abril,2020,
Isla verde,0,Abril,2020,
Palma Abanico,0,Abril,2020,
Cufianti,1250,Mayo,2020,
Coralillo,350,Mayo,2020,
Cancion de la India,300,Mayo,2020,
Robles,1150,Mayo,2020,
Palma Areca,350,Junio,2020,
Palma Coco Plumoso,1100,Junio,2020,
Roble,2770,Julio,2020,
Palma Abanico,1170,Julio,2020,
Lluvia del Coral,850,Julio,2020,
Trinitaria,600,Julio,2020,
Violetas,2040,Julio,2020,
Arbolito Chino,530,Julio,2020,
Mantequilla,1100,Julio,2020,
Cayena,2360,Julio,2020,
Cufianti,410,Julio,2020,
Chiflera,220,Julio,2020,
Escabiola,720,Julio,2020,
Ficus Japones,500,Julio,2020,
Crotos,1650,Julio,2020,
Iris Amarillas,240,Julio,2020,
Guarda Civil,610,Julio,2020,
Roble amarillo,710,Agosto,2020,
Trinitaria,1840,Agosto,2020,
Violetas,2260,Agosto,2020,
Arbolito Chino,550,Agosto,2020,
Aleli,460,Agosto,2020,
Mantequilla,730,Agosto,2020,
Cayena,1020,Agosto,2020,
Escabiola,1060,Agosto,2020,
Crotos,450,Agosto,2020,
Guardia civil,450,Agosto,2020,
Flor de peru,520,Agosto,2020,
Coralillo,2220,Agosto,2020,
Pajon,1050,Agosto,2020,
Zapatico,1170,Agosto,2020,
Mangle,180,Agosto,2020,
Malva,340,Agosto,2020,
Roble Amarillo,1200,Septiembre,2020,
Violetas blancas,260,Septiembre,2020,
Violetas,970,Septiembre,2020,
Arbolito Chino,170,Septiembre,2020,
Cucarachita,940,Septiembre,2020,
Coralillos,3670,Septiembre,2020,
Cayenas,90,Septiembre,2020,
Cayenas Jaspeada,50,Septiembre,2020,
Escabiola,970,Septiembre,2020,
Dianela,610,Septiembre,2020,
Trinitarias,1940,Septiembre,2020,
Flor de tilo,430,Septiembre,2020,
Mantequilla,590,Septiembre,2020,
Ficus Japones,2230,Septiembre,2020,
Pajon Blanco,990,Septiembre,2020,
Cancion de la India,40,Septiembre,2020,
Maguellito,20,Septiembre,2020,
LLuvia de coral,750,Septiembre,2020,
Rosas Rojas,230,Septiembre,2020,
Flor de Peru ,290,Septiembre,2020,
Fabiola,120,Septiembre,2020,
Grosella,120,Septiembre,2020,
Iris ,330,Septiembre,2020,
Tu y Yo,300,Septiembre,2020,
Tocador,300,Septiembre,2020,
Zapatico,140,Septiembre,2020,
Aleli,360,Octubre,2020,
Arbolito Chino,527,Octubre,2020,
Cucarachita,1338,Octubre,2020,
Coralillos,5308,Octubre,2020,
Croto,6936,Octubre,2020,
Cufianti,2582,Octubre,2020,
Cheflera,320,Octubre,2020,
Cayenas,1125,Octubre,2020,
Cordeline,100,Octubre,2020,
Dianela,580,Octubre,2020,
Trinitarias,1635,Octubre,2020,
Suculenta,14,Octubre,2020,
Mantequilla,1150,Octubre,2020,
Palma Areca,530,Octubre,2020,
Malva Verde,360,Octubre,2020,
Rosas,76,Octubre,2020,
Refresa,270,Octubre,2020,
Gallego,500,Octubre,2020,
Iris,1110,Octubre,2020,
Waifer,780,Octubre,2020,
Tocador,80,Octubre,2020,
Uva de playa ,3192,Noviembre,2020,
Almendra,1280,Noviembre,2020,
Aní,11,Noviembre,2020,
Alelí,95,Noviembre,2020,
Palma manila,2060,Noviembre,2020,
Palma Alexandra,1740,Noviembre,2020,
Croto ,2269,Noviembre,2020,
Avellana criolla,360,Noviembre,2020,
Iris amarilla,110,Noviembre,2020,
Iris blanca,420,Noviembre,2020,
Trinitaria,450,Noviembre,2020,
Aromática,140,Noviembre,2020,
Agave,7,Noviembre,2020,
Refresa ,1449,Noviembre,2020,
Refresa grande,23,Noviembre,2020,
Bambú grande,48,Noviembre,2020,
Bambú enano,370,Noviembre,2020,
Coralillo ,851,Noviembre,2020,
Cordeline,6,Noviembre,2020,
Violeta ,8213,Noviembre,2020,
Cayena,1630,Noviembre,2020,
Candileja,20,Noviembre,2020,
Canción de la india,38,Noviembre,2020,
Cactus,75,Noviembre,2020,
Corazón de paloma,120,Noviembre,2020,
Caoba criolla,190,Noviembre,2020,
Cheflera,14,Noviembre,2020,
Dianela,22,Noviembre,2020,
Malva roja,400,Noviembre,2020,
Mantequilla,630,Noviembre,2020,
Mazayanas,5,Noviembre,2020,
Mala madre,20,Noviembre,2020,
Escabiola,2119,Noviembre,2020,
Lluvia de coral,1500,Noviembre,2020,
Copey,244,Noviembre,2020,
Lengua de vaca matizada,310,Noviembre,2020,
Lengua de vaca enana,1260,Noviembre,2020,
Lengua de vaca grande,996,Noviembre,2020,
Lengua de vaca gris,60,Noviembre,2020,
Filodendro,234,Noviembre,2020,
Suculenta,100,Noviembre,2020,
Roble morado,680,Noviembre,2020,
Roble amarillo,2080,Noviembre,2020,
Romanita,160,Noviembre,2020,
Rufiana,3,Noviembre,2020,
Mondongro,340,Noviembre,2020,
Palma cana,1653,Noviembre,2020,
Pintadillo,32,Noviembre,2020,
Gallego matizado,150,Noviembre,2020,
Gallego perejil,30,Noviembre,2020,
Cranberry,20,Noviembre,2020,
Guardia civil,90,Noviembre,2020,
Guayacán,849,Noviembre,2020,
Palma real,92,Noviembre,2020,
Palma carpintero,940,Noviembre,2020,
Palma washingtoniana,4029,Noviembre,2020,
Pajon blanco,180,Noviembre,2020,
Pajon rojo,340,Noviembre,2020,
Diente de dragón,17,Noviembre,2020,
Palma robelina,280,Noviembre,2020,
Taberna montana,84,Noviembre,2020,
Flor de pascua,21,Noviembre,2020,
Framboyán,685,Noviembre,2020,
Pintalabios,497,Noviembre,2020,
Orquídea de tierra,250,Noviembre,2020,
Samán,100,Noviembre,2020,
Flor de Bayahibe,130,Noviembre,2020,
Tú y yo grande,2,Noviembre,2020,
Waifer,806,Noviembre,2020,
Limoncillo,80,Noviembre,2020,
Zapatico,1690,Noviembre,2020,
Voladora,150,Noviembre,2020,
Velo de novia,3,Noviembre,2020,
Yinyere,280,Noviembre,2020,
Arbolito Chino,135,Diciembre,2020,
Coralillo,3107,Diciembre,2020,
Cayena,2870,Diciembre,2020,
Crotos,3149,Diciembre,2020,
Ficus Japones,3463,Diciembre,2020,
Guardia civil,1550,Diciembre,2020,
Jazmin,70,Diciembre,2020,
Trinitaria,8015,Diciembre,2020,
Pajon,146,Diciembre,2020,
Waifer,170,Diciembre,2020,
Lluvia de coral,1023,Diciembre,2020,
Mangle ,370,Diciembre,2020,
Refresa,590,Diciembre,2020,
Mantequilla,225,Diciembre,2020,
Avellana,690,Diciembre,2020,
Cola de dragón,802,Diciembre,2020,
Higuero,710,Diciembre,2020,
Violetas,420,Diciembre,2020,
Flor de peru,420,Diciembre,2020,
Pimienta,26,Diciembre,2020,
Maguey,60,Diciembre,2020,
Palma manila,1440,Diciembre,2020,
Roble amarillo,362,Diciembre,2020,
Rosas,214,Diciembre,2020,
Aguacate,175,Enero,2021,
Almendra,1360,Enero,2021,
Avellana,390,Enero ,2021,
Aleli,328,Enero,2021,
Ani Estrella,80,Enero,2021,
Arbolito Chino,356,Enero,2021,
Begonia,47,Enero,2021,
Croto ,8941,Enero,2021,
Iris Amarilla,190,Enero,2021,
Iris Blanca,887,Enero,2021,
Trinitaria,1048,Enero,2021,
Tu Y Yo,138,Enero,2021,
Bambu Grande,35,Enero,2021,
Coralillo ,1445,Enero,2021,
Cordeline,105,Enero,2021,
Violeta ,13254,Enero,2021,
Cayena,1160,Enero,2021,
Candileja,12,Enero,2021,
Cancion De La India,24,Enero,2021,
Cactus,44,Enero,2021,
Corazon De Paloma,100,Enero,2021,
Caoba Criolla,180,Enero,2021,
Cheflera,22,Enero,2021,
Dianela,400,Enero,2021,
Diente De Dragon,40,Enero,2021,
Duende,36,Enero,2021,
Masanyana,10,Enero,2021,
Malva Roja,482,Enero,2021,
Malva Verde,310,Enero,2021,
Mantequilla,638,Enero,2021,
Mala Madre,18,Enero,2021,
Mondongro,400,Enero,2021,
Nia,33,Enero,2021,
Escabiola,2460,Enero,2021,
Lluvia De Coral,3790,Enero,2021,
Copey,189,Enero,2021,
Lengua De Vaca Matizada,240,Enero,2021,
Lengua De Vaca Enana,1090,Enero,2021,
Lengua De Vaca Grande,1320,Enero,2021,
Lengua De Vaca Gris,56,Enero,2021,
Lechoza,20,Enero,2021,
Limoncillo,61,Enero,2021,
Limoncillo Americano,380,Enero,2021,
Filodendro,,Enero,2021,
Flor De Pascua,8,Enero,2021,
Ficus Japones,240,Enero,2021,
Ficus Licata,8,Enero,2021,
Suculenta,316,Enero,2021,
Rosas,80,Enero,2021,
Roble Morado,698,Enero,2021,
Roble Amarillo,2280,Enero,2021,
Rosa Del Peru,38,Enero,2021,
Romanita,150,Enero,2021,
Rosa De Bayahibe,140,Enero,2021,
Reflexa,1574,Enero,2021,
Pintalabio,480,Enero,2021,
Gallego Matizado,140,Enero,2021,
Gallego Perejil,719,Enero,2021,
Cranberry,9,Enero,2021,
Guardia Civil,170,Enero,2021,
Guayacan,763,Enero,2021,
Guayija,45,Enero,2021,
Palma Alexandra,1430,Enero,2021,
Palma Cana,1558,Enero,2021,
Palma Real,90,Enero,2021,
Palma Carpintero,910,Enero,2021,
Palma Washingtonia,2911,Enero,2021,
Palma Manila,2340,Enero,2021,
Pajon Blanco,468,Enero,2021,
Pajon Rojo,285,Enero,2021,
Panda,180,Enero,2021,
Palma Robelina,140,Enero,2021,
Pitahaya,2,Enero,2021,
Taberna Montana,160,Enero,2021,
Filodendro,187,Enero,2021,
Orquidea De Tierra,200,Enero,2021,
Saman,120,Enero,2021,
Waifer,650,Enero,2021,
Uva De Playa,2877,Enero,2021,
Zapatico,2204,Enero,2021,
Voladora,130,Enero,2021,
Yinyere,250,Enero,2021,
Aguacate,137,Febrero ,2021,
Almendra,1340,Febrero,2021,
Avellana,315,Febrero,2021,
Aleli,317,Febrero,2021,
Ani estrella,64,Febrero,2021,
Arbolito chino,350,Febrero,2021,
Begonia,120,Febrero,2021,
Croto ,10205,Febrero,2021,
Iris amarilla,160,Febrero,2021,
Iris blanca,1360,Febrero,2021,
Bambu enano,280,Febrero,2021,
Bambu grande,20,Febrero,2021,
Coralillo ,2724,Febrero,2021,
Cordeline rojo,59,Febrero,2021,
Cayena,1617,Febrero,2021,
Caricatura,230,Febrero,2021,
Candileja,12,Febrero,2021,
Cancion de la india,31,Febrero,2021,
Cactus,64,Febrero,2021,
Corazon de paloma,120,Febrero,2021,
Caoba criolla,175,Febrero,2021,
Copey,184,Febrero,2021,
Cheflera,30,Febrero,2021,
Dianela,200,Febrero,2021,
Diente de dragon,35,Febrero,2021,
Duende,36,Febrero,2021,
Masanyana,10,Febrero,2021,
Malva roja,420,Febrero,2021,
Malva verde,250,Febrero,2021,
Mantequilla,904,Febrero,2021,
Mala madre,21,Febrero,2021,
Mondongro,300,Febrero,2021,
Mangle,9,Febrero,2021,
Nia,80,Febrero,2021,
Lengua de vaca matizada,178,Febrero,2021,
Lengua de vaca enana,1180,Febrero,2021,
Lengua de vaca grande,1015,Febrero,2021,
Lengua de vaca gris,13,Febrero,2021,
Lechoza,13,Febrero,2021,
Limoncillo,70,Febrero,2021,
Limoncillo americano,380,Febrero,2021,
Lluvia de coral,2860,Febrero,2021,
Filodendro,190,Febrero,2021,
Flor de pascua,36,Febrero,2021,
Flor de bayahibe,140,Febrero,2021,
Ficus japones,220,Febrero,2021,
Ficus lyrata,6,Febrero,2021,
Framboyan,700,Febrero,2021,
Saman,60,Febrero,2021,
Suculenta,368,Febrero,2021,
Rosas,40,Febrero,2021,
Roble morado,620,Febrero,2021,
Roble amarillo,2098,Febrero,2021,
Rosa del peru,40,Febrero,2021,
Romanita,150,Febrero,2021,
Reflexa,1319,Febrero,2021,
Gallego matizado,140,Febrero,2021,
Gallego perejil,615,Febrero,2021,
Cranberry,6,Febrero,2021,
Guardia civil,160,Febrero,2021,
Guayacan,8547,Febrero,2021,
Guayija,43,Febrero,2021,
Gengibre,5,Febrero,2021,
Palma alexandra,1560,Febrero,2021,
Palma cana,1617,Febrero,2021,
Palma real,100,Febrero,2021,
Palma carpintero,1003,Febrero,2021,
Palma washingtonia,4120,Febrero,2021,
Palma manila,1320,Febrero,2021,
Pajon blanco,441,Febrero,2021,
Pajon rojo,280,Febrero,2021,
Penda,165,Febrero,2021,
Palma robelina,65,Febrero,2021,
Palo de brasil,2,Febrero,2021,
Pitahaya,3,Febrero,2021,
Pintalabio,450,Febrero,2021,
Pulpura,392,Febrero,2021,
Escabiola,2630,Febrero,2021,
Taberna montana,106,Febrero,2021,
Trinitaria,2441,Febrero,2021,
Tu y yo,248,Febrero,2021,
